Order Title, Issued Date, Termination Date, Respondent, CMP Amount, NMLS ID, Restitution Amount, Restitution Comment, Bank Name, Bank City, Bank State, Cert Number, Category, Action Type, Docket Number, File Name, File URL
Order Terminating Consent Order,2014-03-10,,Park Cities Bank;,0;,N/A;,0;,N/A;,Park Cities Bank;,Dallas;,TX;,57057;,Termination of Action,Cease and Desist / Consent Orders,FDIC-10-081b,10-081b.pdf,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z6NlAAK?operationContext=S1
Order Terminating Consent Order,2014-03-12,,Marathon Savings Bank;,0;,N/A;,0;,N/A;,Marathon Savings Bank;,Wausau;,WI;,29745;,Termination of Action,Cease and Desist / Consent Orders,FDIC-10-615b,10-615b.pdf,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z6NjAAK?operationContext=S1
Consent Order,2014-03-12,2015-04-20,The West Michigan Savings Bank;,0;,N/A;,0;,N/A;,The West Michigan Savings Bank;,Bangor;,MI;,11404;,Stipulated Orders and Written Agreements,Cease and Desist / Consent Orders,FDIC-13-0496b,13-0496b.pdf,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z6YSAA0?operationContext=S1
Consent Order,2014-03-12,2015-04-28,Marathon Savings Bank;,0;,N/A;,0;,N/A;,Marathon Savings Bank;,Wausau;,WI;,29745;,Stipulated Orders and Written Agreements,Cease and Desist / Consent Orders,FDIC-13-0429b,13-0429b.pdf,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z6UcAAK?operationContext=S1
Supervisory Prompt Corrective Action Directive,2014-03-13,,Columbia Savings Bank;,0;,N/A;,0;,N/A;,Columbia Savings Bank;,Cincinnati;,OH;,32284;,Temporary or Emergency Order,Prompt Corrective Action,FDIC-14-0086PCAS,14-0086PCAS.pdf,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z6MxAAK?operationContext=S1
Order Terminating Consent Order,2014-03-13,,Oxford Bank & Trust;,0;,N/A;,0;,N/A;,Oxford Bank & Trust;,Oak Brook;,IL;,9260;,Termination of Action,Cease and Desist / Consent Orders,FDIC-09-608b,09-608b.pdf,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z6NCAA0?operationContext=S1
Order Terminating Consent Order,2014-03-14,,Mariners Bank;,0;,N/A;,0;,N/A;,Mariners Bank;,Edgewater;,NJ;,35479;,Termination of Action,Cease and Desist / Consent Orders,FDIC-11-583b,11-583b.pdf,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z6NQAA0?operationContext=S1
Order Terminating Consent Order,2014-03-17,,West Pointe Bank;,0;,N/A;,0;,N/A;,West Pointe Bank;,Oshkosh;,WI;,34162;,Termination of Action,Cease and Desist / Consent Orders,FDIC-10-764b,10-764b.pdf,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z6NUAA0?operationContext=S1
Order Terminating Consent Order,2014-03-18,,Bank of Las Vegas;,0;,N/A;,0;,N/A;,Bank of Las Vegas;,Las Vegas;,NV;,57276;,Termination of Action,Cease and Desist / Consent Orders,FDIC-09-716b,09-716b.pdf,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z6NRAA0?operationContext=S1
Order Terminating a Consent Order,2014-03-18,,The Village Bank;,0;,N/A;,0;,N/A;,The Village Bank;,Saint George;,UT;,34219;,Termination of Action,Cease and Desist / Consent Orders,FDIC-12-622b,12-622b.pdf,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z6MhAAK?operationContext=S1
Order Terminating Consent Order,2014-03-19,,Hartford Savings Bank;,0;,N/A;,0;,N/A;,Hartford Savings Bank;,Hartford;,WI;,28531;,Termination of Action,Cease and Desist / Consent Orders,FDIC-12-0449b,12-0449b.pdf,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z6NSAA0?operationContext=S1
Consent Order,2014-03-21,2016-04-08,International Bank of Chicago;,0;,N/A;,0;,N/A;,International Bank of Chicago;,Chicago;,IL;,33708;,Stipulated Orders and Written Agreements,Cease and Desist / Consent Orders,FDIC-14-0021b,14-0021b.pdf,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z6UrAAK?operationContext=S1
Order Terminating a Consent Order,2014-03-21,,"Finance Factors, Limited;",0;,N/A;,0;,N/A;,"Finance Factors, Limited;",Honolulu;,HI;,25158;,Termination of Action,Cease and Desist / Consent Orders,FDIC-10-083b,10-083b.pdf,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z6MTAA0?operationContext=S1
Order Terminating Order to Cease and Desist,2014-03-21,,The Home Building and Loan Company;,0;,N/A;,0;,N/A;,The Home Building and Loan Company;,Greenfield;,OH;,32295;,Termination of Action,Cease and Desist / Consent Orders,FDIC-14-0126b; NE 05-04,"14-012b, NE 05-04.pdf",https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z6NDAA0?operationContext=S1
Consent Order,2014-03-24,2016-07-28,New Jersey Community Bank;,0;,N/A;,0;,N/A;,New Jersey Community Bank;,Freehold;,NJ;,58664;,Stipulated Orders and Written Agreements,Cease and Desist / Consent Orders,FDIC-14-0052b,14-0052b.pdf,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z6WyAAK?operationContext=S1
Order Terminating a Consent Order,2014-03-25,,Albina Community Bank;,0;,N/A;,0;,N/A;,Albina Community Bank;,Portland;,OR;,34106;,Termination of Action,Cease and Desist / Consent Orders,FDIC-10-103b,10-103b.pdf,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z6MuAAK?operationContext=S1
Order Terminating Supervisory Prompt Corrective Action Directive,2014-03-25,,Albina Community Bank;,0;,N/A;,0;,N/A;,Albina Community Bank;,Portland;,OR;,34106;,Termination of Action,Prompt Corrective Action,FDIC-10-860PCAS,10-860PCAS.pdf,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z6MvAAK?operationContext=S1
Order Terminating Consent Order,2014-03-26,,World's Foremost Bank;,0;,N/A;,0;,N/A;,World's Foremost Bank;,Sidney;,NE;,57079;,Termination of Action,Cease and Desist / Consent Orders,FDIC-10-775b,10-775b termination.pdf,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z6O0AAK?operationContext=S1
Order Terminating Order to Cease and Desist and Amendment to the Order to Cease and Desist,2014-04-01,,Goshen Community Bank;,0;,N/A;,0;,N/A;,Goshen Community Bank;,Goshen;,IN;,57037;,Termination of Action,Cease and Desist / Consent Orders,FDIC-09-296b,09-296b.pdf,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z6OwAAK?operationContext=S1
Consent Order,2014-04-02,2014-10-19,Grant County Deposit Bank;,0;,N/A;,0;,N/A;,Grant County Deposit Bank;,Williamstown;,KY;,9311;,Stipulated Orders and Written Agreements,Cease and Desist / Consent Orders,FDIC-13-0484b,13-0484b.pdf,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z3wIAAS?operationContext=S1
Order Terminating a Consent Order,2014-04-09,,Mohave State Bank;,0;,N/A;,0;,N/A;,Mohave State Bank;,Lake Havasu City;,AZ;,33508;,Termination of Action,Cease and Desist / Consent Orders,FDIC-10-033b,10-033b.pdf,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z6OaAAK?operationContext=S1
Order Terminating Amended Order to Cease and Desist and Order to Cease and Desist,2014-04-09,,Savoy Bank;,0;,N/A;,0;,N/A;,Savoy Bank;,New York;,NY;,58641;,Termination of Action,Cease and Desist / Consent Orders,FDIC-09-118b,09-118b.pdf,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z6O1AAK?operationContext=S1
Order Terminating an Order to Cease and Desist,2014-04-10,,Columbia Community Bank;,0;,N/A;,0;,N/A;,Columbia Community Bank;,Hillsboro;,OR;,35013;,Termination of Action,Cease and Desist / Consent Orders,FDIC-09-084b,09-084b.pdf,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z6OLAA0?operationContext=S1
Consent Order,2014-04-15,2016-07-11,GSL Savings Bank;,0;,N/A;,0;,N/A;,GSL Savings Bank;,Guttenberg;,NJ;,28708;,Stipulated Orders and Written Agreements,Cease and Desist / Consent Orders,FDIC-14-0079b,14-0079b.pdf,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z6WzAAK?operationContext=S1
Order Terminating A Consent Order,2014-04-18,,Security Bank of California;,0;,N/A;,0;,N/A;,Security Bank of California;,Riverside;,CA;,57964;,Termination of Action,Cease and Desist / Consent Orders,FDIC-12-362b,12-362b.pdf,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z6OcAAK?operationContext=S1
Order Terminating Consent Order,2014-04-21,,Ocean Bank;,0;,N/A;,0;,N/A;,Ocean Bank;,Miami;,FL;,24156;,Termination of Action,Cease and Desist / Consent Orders,FDIC-11-207b,11-207b.pdf,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z6OtAAK?operationContext=S1
Supervisory Prompt Corrective Action Directive,2014-04-21,2015-12-21,State Bank of Herscher;,0;,N/A;,0;,N/A;,State Bank of Herscher;,Herscher;,IL;,11671;,Temporary or Emergency Order,Prompt Corrective Action,FDIC-13-0467PCAS,13-0467PCAS.pdf,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z6VqAAK?operationContext=S1
Order Terminating Consent Order,2014-04-22,,"Freedom Bank, Inc.;",0;,N/A;,0;,N/A;,"Freedom Bank, Inc.;",Belington;,WV;,15664;,Termination of Action,Cease and Desist / Consent Orders,FDIC-11-644b,11-644b.pdf,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z6O2AAK?operationContext=S1
Order Terminating Order to Cease and Desist,2014-04-22,,Oconee State Bank;,0;,N/A;,0;,N/A;,Oconee State Bank;,Watkinsville;,GA;,18143;,Termination of Action,Cease and Desist / Consent Orders,FDIC-09-221b,09-221b.pdf,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z6OuAAK?operationContext=S1
Order Terminating a Consent Order,2014-04-23,,Vibra Bank;,0;,N/A;,0;,N/A;,Vibra Bank;,Chula Vista;,CA;,58662;,Termination of Action,Cease and Desist / Consent Orders,FDIC-12-525b,12-525b.pdf,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z6ObAAK?operationContext=S1
Order Terminating Consent Order,2014-04-24,,"Macon Bank, Inc.;",0;,N/A;,0;,N/A;,"Macon Bank, Inc.;",Franklin;,NC;,31445;,Termination of Action,Cease and Desist / Consent Orders,FDIC-12-058b,12-058b.pdf,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z6OJAA0?operationContext=S1
Order Terminating Order to Cease and Desist as Amended,2014-04-29,,Sunrise Bank of Albuquerque;,0;,N/A;,0;,N/A;,Sunrise Bank of Albuquerque;,Albuquerque;,NM;,35428;,Termination of Action,Cease and Desist / Consent Orders,FDIC-09-523b,09-523b.pdf,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z6O3AAK?operationContext=S1
Order Terminating Consent Order,2014-04-29,,State Bank of Countryside;,0;,N/A;,0;,N/A;,State Bank of Countryside;,Countryside;,IL;,21952;,Termination of Action,Cease and Desist / Consent Orders,FDIC-11-0667b,11-0667b.pdf,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z6OvAAK?operationContext=S1
Order Terminating Consent Order,2014-04-30,,Fort Davis State Bank;,0;,N/A;,0;,N/A;,Fort Davis State Bank;,Fort Davis;,TX;,17446;,Termination of Action,Cease and Desist / Consent Orders,FDIC-11-535b,11-535b termination.pdf,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z6LzAAK?operationContext=S1
Termination of Consent Order,2014-04-30,,"First Security Trust Bank, Inc.;",0;,N/A;,0;,N/A;,"First Security Trust Bank, Inc.;",Florence;,KY;,34863;,Termination of Action,Cease and Desist / Consent Orders,FDIC-13-125b,13-125b.pdf,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z6OMAA0?operationContext=S1
Supervisory Prompt Corrective Action Directive,2014-04-30,2015-03-10,Highland Community Bank;,0;,N/A;,0;,N/A;,Highland Community Bank;,Chicago;,IL;,20290;,Temporary or Emergency Order,Prompt Corrective Action,FDIC-14-0123PCAS,14-0123PCAS.pdf,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z3veAAC?operationContext=S1
Order Terminating Consent Order,2014-05-01,,SouthPoint Bank;,0;,N/A;,0;,N/A;,SouthPoint Bank;,Birmingham;,AL;,58088;,Termination of Action,Cease and Desist / Consent Orders,FDIC-10-414b,10-414b.pdf,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z6NYAA0?operationContext=S1
Order Terminating a Consent Order,2014-05-01,,Holladay Bank & Trust;,0;,N/A;,0;,N/A;,Holladay Bank & Trust;,Salt Lake City;,UT;,21448;,Termination of Action,Cease and Desist / Consent Orders,FDIC-10-070b,10-070b.pdf,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z6OfAAK?operationContext=S1
Supervisory Prompt Corrective Action Directive,2014-05-02,2014-07-14,The Freedom State Bank;,0;,N/A;,0;,N/A;,The Freedom State Bank;,Freedom;,OK;,12483;,Temporary or Emergency Order,Prompt Corrective Action,FDIC-14-0102PCAS,14-0102PCAS.pdf,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z6NaAAK?operationContext=S1
Order Terminating Consent Order,2014-05-02,,The Pueblo Bank and Trust Company;,0;,N/A;,0;,N/A;,The Pueblo Bank and Trust Company;,Pueblo;,CO;,12594;,Termination of Action,Cease and Desist / Consent Orders,FDIC-11-025b,11-025b.pdf,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z6O9AAK?operationContext=S1
"Consent Order, Order for Restitution, and Order to Pay Civil Money Penalty",2014-05-05,2015-11-23,NEW FRONTIER BANK;,"70,000;",N/A;,0;,See order for restitution obligatoin;,NEW FRONTIER BANK;,St. Charles;,MO;,35597;,Stipulated Orders and Written Agreements,Assessment of Civil Money Penalty;Cease and Desist / Consent Orders;Order for Restitution,"FDIC-14-0085b,FDIC-13-0151k","14-0085b, 13-151k.pdf",https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z6aMAAS?operationContext=S1
Consent Order,2014-05-05,2017-07-25,Community 1st Bank Las Vegas;,0;,N/A;,0;,N/A;,Community 1st Bank Las Vegas;,Las Vegas;,NM;,16854;,Stipulated Orders and Written Agreements,Cease and Desist / Consent Orders,FDIC-14-0084b,14-0084b.pdf,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z6MyAAK?operationContext=S1
Order Terminating Consent Order,2014-05-06,,Prosperity Bank;,0;,N/A;,0;,N/A;,Prosperity Bank;,Saint Augustine;,FL;,24963;,Termination of Action,Cease and Desist / Consent Orders,FDIC-10-045b,10-045b.pdf,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z6NqAAK?operationContext=S1
Order Terminating Consent Order,2014-05-08,,Allendale County Bank;,0;,N/A;,0;,N/A;,Allendale County Bank;,Fairfax;,SC;,15062;,Termination of Action,Cease and Desist / Consent Orders,FDIC-12-639b,12-639b.pdf,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z6OgAAK?operationContext=S1
Order Terminating Consent Order,2014-05-09,,First Carolina State Bank;,0;,N/A;,0;,N/A;,First Carolina State Bank;,Rocky Mount;,NC;,35530;,Termination of Action,Cease and Desist / Consent Orders,FDIC-10-319b,10-319b.pdf,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z6O6AAK?operationContext=S1
Order Terminating Consent Order,2014-05-12,,"First State Bank of Miami, Texas;",0;,N/A;,0;,N/A;,"First State Bank of Miami, Texas;",Miami;,TX;,11144;,Termination of Action,Cease and Desist / Consent Orders,FDIC-12-447b,12-447b.pdf,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z6OiAAK?operationContext=S1
Order Terminating Order to Cease and Desist,2014-05-12,,Concord Bank;,0;,N/A;,0;,N/A;,Concord Bank;,St. Louis;,MO;,34119;,Termination of Action,Cease and Desist / Consent Orders,FDIC-08-368b,08-368b.pdf,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z6O5AAK?operationContext=S1
Order Terminating Consent Order,2014-05-13,,Mercantile Bank;,0;,N/A;,0;,N/A;,Mercantile Bank;,Quincy;,IL;,11301;,Termination of Action,Cease and Desist / Consent Orders,FDIC-11-012b,11-012b.pdf,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z6ONAA0?operationContext=S1
Order Terminating the Consent Order,2014-05-13,,FirsTier Bank;,0;,N/A;,0;,N/A;,FirsTier Bank;,Kimball;,NE;,17478;,Termination of Action,Cease and Desist / Consent Orders,FDIC-10-041b,10-041b.pdf,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z6OOAA0?operationContext=S1
Order Terminating a Consent Order,2014-05-13,,Treasure State Bank;,0;,N/A;,0;,N/A;,Treasure State Bank;,Missoula;,MT;,58454;,Termination of Action,Cease and Desist / Consent Orders,FDIC-09-714b,09-714b.pdf,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z6O8AAK?operationContext=S1
Order Terminating Supervisory Prompt Corrective Action Directive,2014-05-13,,Decatur State Bank;,0;,N/A;,0;,N/A;,Decatur State Bank;,Decatur;,AR;,17346;,Termination of Action,Prompt Corrective Action,FDIC-12-308PCAS,12-308pcas.pdf,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z6OxAAK?operationContext=S1
"Consent Order, Order for Restitution and Order to Pay Civil Money Penalty",2014-05-13,2017-03-23,Sallie Mae Bank;,"3,300,000;",N/A;,0;,"Sallie Mae Bank and Navient Solutions, Inc., are jointly and severally liable to pay approximately $60,000,000 for violations of the Servicemembers Civil Relief Act and approximately $30,000,000 for billing statement and payment processing violations.;",Sallie Mae Bank;,Salt Lake City;,UT;,58177;,Stipulated Orders and Written Agreements,Assessment of Civil Money Penalty;Cease and Desist / Consent Orders;Order for Restitution,"FDIC-13-0366b, FDIC-13-0367k",13-0366b & 13-0367k.pdf,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z6K3AAK?operationContext=S1
Order Terminating Order to Cease and Desist,2014-05-15,,Marine Bank & Trust Company;,0;,N/A;,0;,N/A;,Marine Bank & Trust Company;,Vero Beach;,FL;,34233;,Termination of Action,Cease and Desist / Consent Orders,FDIC-10-825b,10-825b.pdf,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z6O4AAK?operationContext=S1
Order Terminating Consent Order,2014-05-19,,Parke Bank;,0;,N/A;,0;,N/A;,Parke Bank;,Sewell;,NJ;,34888;,Termination of Action,Cease and Desist / Consent Orders,FDIC-12-004b,12-004b.pdf,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z6ORAA0?operationContext=S1
Order Terminating Order to Cease and Desist,2014-05-23,,Maple Bank;,0;,N/A;,0;,N/A;,Maple Bank;,Champlin;,MN;,57581;,Termination of Action,Cease and Desist / Consent Orders,FDIC-09-395b,09-395b.pdf,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z6OPAA0?operationContext=S1
Termination of the Consent Order,2014-05-28,,Town & Country Bank;,0;,N/A;,0;,N/A;,Town & Country Bank;,Las Vegas;,NV;,57312;,Termination of Action,Cease and Desist / Consent Orders,FDIC-09-563b,09-563b.pdf,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z6O7AAK?operationContext=S1
Consent Order,2014-05-28,,Farmers Deposit Bank;,0;,N/A;,0;,N/A;,Farmers Deposit Bank;,Cynthiana;,KY;,266;,Stipulated Orders and Written Agreements,Cease and Desist / Consent Orders,FDIC-14-0088b,14-0088b.pdf,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z6OyAAK?operationContext=S1
Order Terminating Consent Order,2014-05-28,,The Bank of Delmarva;,0;,N/A;,0;,N/A;,The Bank of Delmarva;,Seaford;,DE;,8810;,Termination of Action,Cease and Desist / Consent Orders,FDIC-11-711b,11-711b.pdf,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z6OQAA0?operationContext=S1
Consent Order,2014-06-05,2020-05-14,The Bancorp Bank;,0;,N/A;,0;,N/A;,The Bancorp Bank;,Wilmington;,DE;,35444;,Stipulated Orders and Written Agreements,Cease and Desist / Consent Orders,FDIC-13-0479b,13-0479b.pdf,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z6N5AAK?operationContext=S1
Order Terminating Consent Order,2014-06-06,,Rabun County Bank;,0;,N/A;,0;,N/A;,Rabun County Bank;,Clayton;,GA;,22138;,Termination of Action,Cease and Desist / Consent Orders,FDIC-11-529b,11-529b.pdf,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z6LnAAK?operationContext=S1
Order Terminating Consent Order,2014-06-10,,First Personal Bank;,0;,N/A;,0;,N/A;,First Personal Bank;,Orland Park;,IL;,35067;,Termination of Action,Cease and Desist / Consent Orders,FDIC-09-680b,09-680b.pdf,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z6LoAAK?operationContext=S1
Order Terminating Consent Order,2014-06-10,,One World Bank;,0;,N/A;,0;,N/A;,One World Bank;,Dallas;,TX;,57901;,Termination of Action,Cease and Desist / Consent Orders,FDIC-10-505b,10-505b.pdf,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z6LJAA0?operationContext=S1
Order Terminating Supervisory Prompt Corrective Action Directive,2014-06-10,,AztecAmerica Bank;,0;,N/A;,0;,N/A;,AztecAmerica Bank;,Berwyn;,IL;,57866;,Termination of Action,Prompt Corrective Action,FDIC-13-0456PCAS,13-0456PCAS.pdf,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z6LHAA0?operationContext=S1
Order Terminating Consent Order,2014-06-12,,Bay Bank;,0;,N/A;,0;,N/A;,Bay Bank;,Green Bay;,WI;,34052;,Termination of Action,Cease and Desist / Consent Orders,FDIC-12-097b,12-097b.pdf,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z6LKAA0?operationContext=S1
Consent Order,2014-06-13,2017-08-30,Discover Bank;,0;,N/A;,0;,N/A;,Discover Bank;,Greenwood;,DE;,5649;,Stipulated Orders and Written Agreements,Cease and Desist / Consent Orders,FDIC-14-0133b,14-0133b.pdf,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z6N3AAK?operationContext=S1
Order Terminating Consent Order,2014-06-16,,Flagship Bank Minnesota;,0;,N/A;,0;,N/A;,Flagship Bank Minnesota;,Wayzata;,MN;,8188;,Termination of Action,Cease and Desist / Consent Orders,FDIC-11-121b,11-121b.pdf,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z6M3AAK?operationContext=S1
Order Terminating the Consent Order,2014-06-17,,Kendall State Bank;,0;,N/A;,0;,N/A;,Kendall State Bank;,Valley Falls;,KS;,16471;,Termination of Action,Cease and Desist / Consent Orders,FDIC-11-097b,11-097b.pdf,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z6M5AAK?operationContext=S1
Order Terminating Order to Cease and Desist,2014-06-19,,Columbia Savings and Loan Association;,0;,N/A;,0;,N/A;,Columbia Savings and Loan Association;,Milwaukee;,WI;,28480;,Termination of Action,Cease and Desist / Consent Orders,FDIC-14-0219b,14-0219b.pdf,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z6LYAA0?operationContext=S1
Consent Order,2014-06-19,2018-10-26,Columbia Savings and Loan Association;,0;,N/A;,0;,N/A;,Columbia Savings and Loan Association;,Milwaukee;,WI;,28480;,Stipulated Orders and Written Agreements,Cease and Desist / Consent Orders,FDIC-14-0140b,14-0140b.pdf,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z6NLAA0?operationContext=S1
Order Terminating Consent Order,2014-06-25,,Alliance Bank Central Texas;,0;,N/A;,0;,N/A;,Alliance Bank Central Texas;,Waco;,TX;,15657;,Termination of Action,Cease and Desist / Consent Orders,FDIC-12-364b,12-364b.pdf,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z6LXAA0?operationContext=S1
Order Terminating a Consent Order,2014-06-26,,Chinatrust Bank (USA);,0;,N/A;,0;,N/A;,Chinatrust Bank (USA);,Torrance;,CA;,19416;,Termination of Action,Cease and Desist / Consent Orders,FDIC-12-397b,12-397b.pdf,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z6LmAAK?operationContext=S1
Consent Order,2014-06-26,2016-05-06,Millville Savings and Loan Association;,0;,N/A;,0;,N/A;,Millville Savings and Loan Association;,Millville;,NJ;,30183;,Stipulated Orders and Written Agreements,Cease and Desist / Consent Orders,FDIC-14-0148b,14-0148b.pdf,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z6U3AAK?operationContext=S1
Consent Order,2014-06-27,2015-09-22,Valley Bank & Trust;,0;,N/A;,0;,N/A;,Valley Bank & Trust;,Brighton;,CO;,25651;,Stipulated Orders and Written Agreements,Cease and Desist / Consent Orders,FDIC-14-0161b,14-0161b.pdf,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z6YmAAK?operationContext=S1
Order Terminating Order to Cease and Desist,2014-06-27,,Valley Bank and Trust;,0;,N/A;,0;,N/A;,Valley Bank and Trust;,Brighton;,CO;,25651;,Termination of Action,Cease and Desist / Consent Orders,FDIC-09-126b,09-126b.pdf,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z6M4AAK?operationContext=S1
Order Terminating Consent Order,2014-06-30,,First State Bank;,0;,N/A;,0;,N/A;,First State Bank;,Lonoke;,AR;,15050;,Termination of Action,Cease and Desist / Consent Orders,FDIC-11-228b,11-228b.pdf,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z6MMAA0?operationContext=S1
Order Terminating Consent Order,2014-06-30,,Monroe Bank & Trust;,0;,N/A;,0;,N/A;,Monroe Bank & Trust;,Monroe;,MI;,12181;,Termination of Action,Cease and Desist / Consent Orders,FDIC-10-163b,10-163b.pdf,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z6LpAAK?operationContext=S1
Second Modification of an Order to Cease and Desist,2014-07-02,2017-02-09,THE TRUST BANK F/K/A BANK OF LENOX;,0;,N/A;,0;,N/A;,THE TRUST BANK F/K/A BANK OF LENOX;,Lenox;,GA;,13832;,Modification of Action,Cease and Desist / Consent Orders,FDIC-08-0162b,08-162b.pdf,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z6L5AAK?operationContext=S1
Order Terminating Consent Order,2014-07-08,,The Business Bank;,0;,N/A;,0;,N/A;,The Business Bank;,Appleton;,WI;,34993;,Termination of Action,Cease and Desist / Consent Orders,FDIC-10-945b,10-945b.pdf,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z6LPAA0?operationContext=S1
Order Terminating Consent Order,2014-07-09,,Monarch Community Bank;,0;,N/A;,0;,N/A;,Monarch Community Bank;,Coldwater;,MI;,29069;,Termination of Action,Cease and Desist / Consent Orders,FDIC-10-190b,10-190b.pdf,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z6LLAA0?operationContext=S1
